Incident_ID,Timestamp,Target_Department,Sender_Domain,Phishing_Type,Employee_Action
INC-2026-10286,2026-01-24 6:33,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10287,2026-02-09 18:25,Operations,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-10288,2026-01-23 14:45,Finance,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-10289,2026-02-16 21:46,IT,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-10290,2026-03-22 22:23,Sales,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-10291,2026-02-13 2:11,Sales,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10292,2026-04-01 13:41,IT,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-10293,2026-01-15 3:44,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10294,2026-03-01 21:10,Operations,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10295,2026-03-22 9:15,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-10296,2026-02-21 0:28,HR,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-10297,2026-01-31 10:36,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-10298,2026-02-22 6:39,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10299,2026-03-26 23:12,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-10300,2026-01-24 8:27,Sales,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-10301,2026-03-15 8:44,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-10302,2026-01-13 13:43,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-10303,2026-02-02 13:06,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-10304,2026-02-02 21:10,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-10305,2026-01-26 22:02,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-10306,2026-03-11 3:56,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-10307,2026-03-24 23:09,HR,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-10308,2026-02-23 19:36,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-10309,2026-01-17 18:14,IT,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10310,2026-03-04 4:58,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10311,2026-01-03 7:07,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10312,2026-01-29 6:15,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10313,2026-02-24 4:26,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-10314,2026-03-13 8:30,HR,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-10315,2026-03-13 19:17,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10316,2026-02-23 23:44,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-10317,2026-02-10 15:27,Finance,invoice-processing.co,Credential Harvesting,Downloaded Attachment
INC-2026-10318,2026-03-02 21:53,Operations,secure-bank-login.net,Malware Delivery,Deleted
INC-2026-10319,2026-01-12 7:11,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-10320,2026-03-17 16:19,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10321,2026-01-09 0:03,Operations,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-10322,2026-01-30 11:16,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10323,2026-02-26 23:01,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10324,2026-01-19 13:12,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-10325,2026-02-07 10:41,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-10326,2026-03-30 4:47,Operations,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10327,2026-02-28 7:16,Sales,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10328,2026-02-07 2:34,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10329,2026-02-06 9:30,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10330,2026-02-16 0:55,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-10331,2026-03-14 12:59,Sales,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-10332,2026-03-03 11:11,IT,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-10333,2026-01-10 1:08,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10334,2026-02-23 23:35,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-10335,2026-01-30 19:09,Sales,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-10336,2026-03-07 13:55,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-10337,2026-03-22 22:47,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-10338,2026-03-28 0:44,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-10339,2026-02-27 7:46,Finance,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-10340,2026-03-31 23:48,Operations,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-10341,2026-02-21 2:04,HR,hr-benefits-portal.org,Credential Harvesting,Clicked Link
INC-2026-10342,2026-01-01 6:54,Sales,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-10343,2026-01-02 11:13,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10344,2026-01-22 6:58,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10345,2026-01-08 18:31,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-10346,2026-03-22 14:30,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-10347,2026-01-03 3:09,IT,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-10348,2026-03-25 21:00,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10349,2026-02-03 2:10,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10350,2026-03-25 0:21,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10351,2026-01-05 1:04,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10352,2026-01-11 9:54,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-10353,2026-01-07 2:23,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10354,2026-03-12 23:15,Sales,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-10355,2026-01-08 10:09,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10356,2026-03-07 7:19,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-10357,2026-01-11 18:03,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10358,2026-01-01 9:19,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10359,2026-01-23 7:58,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-10360,2026-03-08 9:40,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10361,2026-03-31 16:21,Finance,invoice-processing.co,Malware Delivery,Deleted
INC-2026-10362,2026-02-25 13:23,Operations,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10363,2026-01-18 21:56,Executive,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-10364,2026-02-27 16:52,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10365,2026-03-31 21:21,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10366,2026-03-30 4:42,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-10367,2026-01-17 8:12,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-10368,2026-01-25 19:03,Sales,hr-benefits-portal.org,BEC/Whaling,Clicked Link
INC-2026-10369,2026-02-17 23:54,IT,secure-bank-login.net,Malware Delivery,Deleted
INC-2026-10370,2026-03-15 22:47,HR,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10371,2026-02-15 5:12,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10372,2026-02-26 20:48,Finance,hr-benefits-portal.org,Urgent Invoice,Downloaded Attachment
INC-2026-10373,2026-02-04 3:20,Operations,secure-bank-login.net,Malware Delivery,Reported to IT
INC-2026-10374,2026-03-10 0:10,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-10375,2026-01-26 23:46,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-10376,2026-02-04 1:21,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-10377,2026-03-21 16:44,IT,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-10378,2026-03-31 15:20,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10379,2026-01-11 4:36,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-10380,2026-03-11 9:18,HR,secure-bank-login.net,Malware Delivery,Clicked Link
INC-2026-10381,2026-01-02 17:14,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10382,2026-02-18 23:52,Operations,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-10383,2026-03-11 3:35,Finance,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-10384,2026-03-06 18:58,Sales,secure-bank-login.net,Credential Harvesting,Reported to IT
INC-2026-10385,2026-01-25 11:08,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10386,2026-01-02 16:31,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10387,2026-03-29 16:23,HR,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-10388,2026-03-01 12:52,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-10389,2026-02-09 1:36,Sales,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-10390,2026-01-03 18:59,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10391,2026-01-27 22:56,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10392,2026-01-25 0:12,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10393,2026-02-12 3:55,HR,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10394,2026-01-22 0:10,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10395,2026-02-04 22:33,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-10396,2026-02-12 22:54,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10397,2026-02-09 13:07,HR,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10398,2026-03-05 1:34,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10399,2026-02-01 11:23,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-10400,2026-04-01 0:16,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10401,2026-02-17 12:14,Finance,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-10402,2026-02-18 12:23,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-10403,2026-03-30 1:31,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-10404,2026-01-15 10:50,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-10405,2026-02-18 16:53,HR,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-10406,2026-03-30 20:47,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10407,2026-02-14 9:45,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-10408,2026-01-08 23:55,HR,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-10409,2026-03-29 0:40,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-10410,2026-02-02 7:52,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-10411,2026-01-15 10:30,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-10412,2026-02-08 3:38,Operations,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-10413,2026-01-26 9:23,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-10414,2026-02-15 12:08,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10415,2026-03-15 11:06,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-10416,2026-01-21 4:42,IT,secure-bank-login.net,Malware Delivery,Clicked Link
INC-2026-10417,2026-01-20 21:40,HR,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10418,2026-01-23 8:51,Operations,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-10419,2026-02-20 13:27,IT,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-10420,2026-01-23 7:16,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10421,2026-01-06 20:04,Sales,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10422,2026-02-04 1:21,Operations,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10423,2026-03-08 18:54,Sales,invoice-processing.co,Malware Delivery,Clicked Link
INC-2026-10424,2026-03-08 8:26,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-10425,2026-01-01 1:23,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10426,2026-03-04 12:50,Sales,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-10427,2026-03-07 22:03,Executive,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-10428,2026-02-13 21:27,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-10429,2026-01-02 12:07,Operations,secure-bank-login.net,Credential Harvesting,Deleted
INC-2026-10430,2026-03-25 9:55,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-10431,2026-01-16 3:08,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-10432,2026-03-08 6:18,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10433,2026-02-28 15:23,Operations,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10434,2026-03-05 1:07,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10435,2026-01-11 12:40,Sales,invoice-processing.co,Credential Harvesting,Clicked Link
INC-2026-10436,2026-01-28 4:13,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10437,2026-02-12 3:06,Operations,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10438,2026-02-12 7:19,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10439,2026-01-28 10:37,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-10440,2026-02-02 12:08,IT,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10441,2026-03-03 7:27,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10442,2026-01-13 23:11,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-10443,2026-03-27 2:23,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10444,2026-03-04 8:06,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10445,2026-03-25 7:00,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-10446,2026-03-11 1:13,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-10447,2026-03-27 0:23,Finance,secure-bank-login.net,Urgent Invoice,Downloaded Attachment
INC-2026-10448,2026-01-22 15:45,Finance,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-10449,2026-03-12 13:53,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-10450,2026-03-31 15:13,HR,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-10451,2026-03-18 4:12,Finance,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-10452,2026-02-11 1:02,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-10453,2026-02-19 18:26,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-10454,2026-03-22 23:02,IT,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-10455,2026-02-05 23:59,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-10456,2026-01-27 6:08,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10457,2026-03-25 17:52,Sales,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10458,2026-01-26 10:11,Operations,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-10459,2026-02-15 20:05,Operations,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-10460,2026-03-09 21:20,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10461,2026-02-09 22:51,Operations,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-10462,2026-03-21 8:08,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10463,2026-03-07 0:39,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-10464,2026-01-10 3:23,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10465,2026-03-24 2:12,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-10466,2026-02-12 13:35,Sales,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-10467,2026-02-11 0:44,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-10468,2026-02-09 21:18,HR,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-10469,2026-01-01 15:26,IT,secure-bank-login.net,BEC/Whaling,Clicked Link
INC-2026-10470,2026-01-02 13:42,IT,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-10471,2026-03-07 19:51,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10472,2026-03-29 10:44,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-10473,2026-01-10 5:04,Operations,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-10474,2026-02-02 1:10,Operations,secure-bank-login.net,Credential Harvesting,Downloaded Attachment
INC-2026-10475,2026-02-21 0:45,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-10476,2026-01-29 18:10,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10477,2026-01-21 12:29,Finance,secure-bank-login.net,Urgent Invoice,Downloaded Attachment
INC-2026-10478,2026-01-28 17:07,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-10479,2026-03-15 20:28,HR,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10480,2026-01-05 10:23,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10481,2026-01-29 11:10,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-10482,2026-01-08 10:55,HR,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-10483,2026-02-02 0:42,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10484,2026-03-16 14:58,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-10485,2026-02-05 0:18,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-10486,2026-01-06 21:18,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10487,2026-02-26 3:10,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10488,2026-03-14 5:04,Finance,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-10489,2026-03-26 18:58,Executive,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-10490,2026-02-21 22:59,IT,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-10491,2026-02-15 9:06,IT,secure-bank-login.net,Malware Delivery,Deleted
INC-2026-10492,2026-03-31 11:00,Operations,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-10493,2026-01-04 16:49,HR,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-10494,2026-03-10 11:47,Finance,secure-bank-login.net,Urgent Invoice,Downloaded Attachment
INC-2026-10495,2026-01-07 4:12,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10496,2026-01-08 15:03,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-10497,2026-02-14 3:01,Finance,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-10498,2026-01-17 17:38,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-10499,2026-01-20 23:35,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-10500,2026-01-17 1:24,HR,hr-benefits-portal.org,Credential Harvesting,Clicked Link
INC-2026-10501,2026-02-02 4:50,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10502,2026-03-16 12:34,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-10503,2026-03-23 23:51,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-10504,2026-03-19 6:59,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-10505,2026-02-03 5:46,Executive,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-10506,2026-02-05 6:59,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-10507,2026-01-26 2:17,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-10508,2026-01-24 15:57,IT,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-10509,2026-02-13 11:55,Finance,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-10510,2026-03-10 18:19,Operations,hr-benefits-portal.org,Credential Harvesting,Deleted
